date,hour,equipment,process,electricity_kwh,fuel_type,fuel_quantity,production_volume,operating_hours
2026-08-03,23,Stenter Frame Oven,Thermal Processing,0.84,natural_gas,0.0,0.0,0.0
2026-08-03,23,Primary Chiller Unit,Cooling & HVAC,1.2,none,0.0,0.0,0.0
2026-08-04,0,Compressor 03 (Screw),Compressed Air,24.1,none,0.0,0.0,0.0
2026-08-04,0,Boiler 02 (Steam),Steam Generation,0.73,natural_gas,0.0,0.0,0.0
2026-08-04,0,Stenter Frame Oven,Thermal Processing,0.62,natural_gas,0.0,0.0,0.0
2026-08-04,0,Primary Chiller Unit,Cooling & HVAC,1.93,none,0.0,0.0,0.0
2026-08-04,1,Compressor 03 (Screw),Compressed Air,26.92,none,0.0,0.0,0.0
2026-08-04,1,Boiler 02 (Steam),Steam Generation,0.56,natural_gas,0.0,0.0,0.0
2026-08-04,1,Stenter Frame Oven,Thermal Processing,1.64,natural_gas,0.0,0.0,0.0
2026-08-04,1,Primary Chiller Unit,Cooling & HVAC,1.23,none,0.0,0.0,0.0
2026-08-04,2,Compressor 03 (Screw),Compressed Air,23.2,none,0.0,0.0,0.0
2026-08-04,2,Boiler 02 (Steam),Steam Generation,1.25,natural_gas,0.0,0.0,0.0
2026-08-04,2,Stenter Frame Oven,Thermal Processing,0.52,natural_gas,0.0,0.0,0.0
2026-08-04,2,Primary Chiller Unit,Cooling & HVAC,1.26,none,0.0,0.0,0.0
2026-08-04,3,Compressor 03 (Screw),Compressed Air,26.91,none,0.0,0.0,0.0
2026-08-04,3,Boiler 02 (Steam),Steam Generation,1.49,natural_gas,0.0,0.0,0.0
2026-08-04,3,Stenter Frame Oven,Thermal Processing,0.87,natural_gas,0.0,0.0,0.0
2026-08-04,3,Primary Chiller Unit,Cooling & HVAC,0.73,none,0.0,0.0,0.0
2026-08-04,4,Compressor 03 (Screw),Compressed Air,26.97,none,0.0,0.0,0.0
2026-08-04,4,Boiler 02 (Steam),Steam Generation,1.69,natural_gas,0.0,0.0,0.0
2026-08-04,4,Stenter Frame Oven,Thermal Processing,0.57,natural_gas,0.0,0.0,0.0
2026-08-04,4,Primary Chiller Unit,Cooling & HVAC,1.93,none,0.0,0.0,0.0
2026-08-04,5,Compressor 03 (Screw),Compressed Air,26.4,none,0.0,0.0,0.0
2026-08-04,5,Boiler 02 (Steam),Steam Generation,0.74,natural_gas,0.0,0.0,0.0
2026-08-04,5,Stenter Frame Oven,Thermal Processing,1.06,natural_gas,0.0,0.0,0.0
2026-08-04,5,Primary Chiller Unit,Cooling & HVAC,1.78,none,0.0,0.0,0.0
2026-08-04,6,Compressor 03 (Screw),Compressed Air,29.99,none,0.0,107.5,1.0
2026-08-04,6,Boiler 02 (Steam),Steam Generation,11.78,natural_gas,50.93,107.1,1.0
2026-08-04,6,Stenter Frame Oven,Thermal Processing,1.64,natural_gas,0.0,0.0,0.0
2026-08-04,6,Primary Chiller Unit,Cooling & HVAC,30.31,none,0.0,93.9,1.0
2026-08-04,7,Compressor 03 (Screw),Compressed Air,30.11,none,0.0,75.6,1.0
2026-08-04,7,Boiler 02 (Steam),Steam Generation,11.28,natural_gas,48.1,75.6,1.0
2026-08-04,7,Stenter Frame Oven,Thermal Processing,48.76,natural_gas,28.51,108.3,1.0
2026-08-04,7,Primary Chiller Unit,Cooling & HVAC,30.48,none,0.0,103.1,1.0
2026-08-04,8,Compressor 03 (Screw),Compressed Air,30.52,none,0.0,101.5,1.0
2026-08-04,8,Boiler 02 (Steam),Steam Generation,11.66,natural_gas,47.88,97.1,1.0
2026-08-04,8,Stenter Frame Oven,Thermal Processing,46.81,natural_gas,33.87,101.3,1.0
2026-08-04,8,Primary Chiller Unit,Cooling & HVAC,27.97,none,0.0,98.4,1.0
2026-08-04,9,Compressor 03 (Screw),Compressed Air,34.69,none,0.0,97.7,1.0
2026-08-04,9,Boiler 02 (Steam),Steam Generation,11.88,natural_gas,40.64,98.9,1.0
2026-08-04,9,Stenter Frame Oven,Thermal Processing,49.05,natural_gas,27.81,88.6,1.0
2026-08-04,9,Primary Chiller Unit,Cooling & HVAC,29.33,none,0.0,84.0,1.0
2026-08-04,10,Compressor 03 (Screw),Compressed Air,33.69,none,0.0,108.7,1.0
2026-08-04,10,Boiler 02 (Steam),Steam Generation,12.77,natural_gas,48.13,107.0,1.0
2026-08-04,10,Stenter Frame Oven,Thermal Processing,47.67,natural_gas,34.15,90.4,1.0
2026-08-04,10,Primary Chiller Unit,Cooling & HVAC,25.8,none,0.0,84.6,1.0
2026-08-04,11,Compressor 03 (Screw),Compressed Air,34.21,none,0.0,81.4,1.0
2026-08-04,11,Boiler 02 (Steam),Steam Generation,11.49,natural_gas,44.74,104.3,1.0
2026-08-04,11,Stenter Frame Oven,Thermal Processing,44.97,natural_gas,33.95,106.0,1.0
2026-08-04,11,Primary Chiller Unit,Cooling & HVAC,30.4,none,0.0,105.7,1.0
2026-08-04,12,Compressor 03 (Screw),Compressed Air,29.94,none,0.0,101.8,1.0
2026-08-04,12,Boiler 02 (Steam),Steam Generation,12.81,natural_gas,42.45,85.6,1.0
2026-08-04,12,Stenter Frame Oven,Thermal Processing,45.42,natural_gas,29.77,80.2,1.0
2026-08-04,12,Primary Chiller Unit,Cooling & HVAC,26.6,none,0.0,99.4,1.0
2026-08-04,13,Compressor 03 (Screw),Compressed Air,29.93,none,0.0,104.4,1.0
2026-08-04,13,Boiler 02 (Steam),Steam Generation,12.33,natural_gas,46.82,88.4,1.0
2026-08-04,13,Stenter Frame Oven,Thermal Processing,46.53,natural_gas,29.47,91.7,1.0
2026-08-04,13,Primary Chiller Unit,Cooling & HVAC,26.51,none,0.0,88.2,1.0
2026-08-04,14,Compressor 03 (Screw),Compressed Air,32.98,none,0.0,82.9,1.0
2026-08-04,14,Boiler 02 (Steam),Steam Generation,11.09,natural_gas,42.35,93.7,1.0
2026-08-04,14,Stenter Frame Oven,Thermal Processing,45.65,natural_gas,29.36,77.4,1.0
2026-08-04,14,Primary Chiller Unit,Cooling & HVAC,28.38,none,0.0,87.1,1.0
2026-08-04,15,Compressor 03 (Screw),Compressed Air,35.04,none,0.0,81.8,1.0
2026-08-04,15,Boiler 02 (Steam),Steam Generation,11.73,natural_gas,49.18,104.3,1.0
2026-08-04,15,Stenter Frame Oven,Thermal Processing,48.19,natural_gas,29.16,106.0,1.0
2026-08-04,15,Primary Chiller Unit,Cooling & HVAC,30.45,none,0.0,81.9,1.0
2026-08-04,16,Compressor 03 (Screw),Compressed Air,32.01,none,0.0,99.1,1.0
2026-08-04,16,Boiler 02 (Steam),Steam Generation,11.86,natural_gas,49.66,83.3,1.0
2026-08-04,16,Stenter Frame Oven,Thermal Processing,43.76,natural_gas,32.54,76.6,1.0
2026-08-04,16,Primary Chiller Unit,Cooling & HVAC,27.82,none,0.0,109.0,1.0
2026-08-04,17,Compressor 03 (Screw),Compressed Air,31.34,none,0.0,102.9,1.0
2026-08-04,17,Boiler 02 (Steam),Steam Generation,12.0,natural_gas,43.28,100.8,1.0
2026-08-04,17,Stenter Frame Oven,Thermal Processing,48.43,natural_gas,30.13,99.9,1.0
2026-08-04,17,Primary Chiller Unit,Cooling & HVAC,30.26,none,0.0,104.3,1.0
2026-08-04,18,Compressor 03 (Screw),Compressed Air,33.56,none,0.0,89.4,1.0
2026-08-04,18,Boiler 02 (Steam),Steam Generation,11.62,natural_gas,45.49,94.1,1.0
2026-08-04,18,Stenter Frame Oven,Thermal Processing,42.16,natural_gas,28.42,91.0,1.0
2026-08-04,18,Primary Chiller Unit,Cooling & HVAC,30.89,none,0.0,82.2,1.0
2026-08-04,19,Compressor 03 (Screw),Compressed Air,35.24,none,0.0,102.6,1.0
2026-08-04,19,Boiler 02 (Steam),Steam Generation,12.78,natural_gas,50.1,96.5,1.0
2026-08-04,19,Stenter Frame Oven,Thermal Processing,47.57,natural_gas,31.93,94.0,1.0
2026-08-04,19,Primary Chiller Unit,Cooling & HVAC,29.18,none,0.0,100.4,1.0
2026-08-04,20,Compressor 03 (Screw),Compressed Air,34.46,none,0.0,86.0,1.0
2026-08-04,20,Boiler 02 (Steam),Steam Generation,11.56,natural_gas,42.14,108.5,1.0
2026-08-04,20,Stenter Frame Oven,Thermal Processing,45.82,natural_gas,29.69,89.8,1.0
2026-08-04,20,Primary Chiller Unit,Cooling & HVAC,30.48,none,0.0,89.2,1.0
2026-08-04,21,Compressor 03 (Screw),Compressed Air,35.4,none,0.0,106.4,1.0
2026-08-04,21,Boiler 02 (Steam),Steam Generation,11.6,natural_gas,48.22,108.9,1.0
2026-08-04,21,Stenter Frame Oven,Thermal Processing,0.55,natural_gas,0.0,0.0,0.0
2026-08-04,21,Primary Chiller Unit,Cooling & HVAC,28.12,none,0.0,93.0,1.0
2026-08-04,22,Compressor 03 (Screw),Compressed Air,23.47,none,0.0,0.0,0.0
2026-08-04,22,Boiler 02 (Steam),Steam Generation,0.51,natural_gas,0.0,0.0,0.0
2026-08-04,22,Stenter Frame Oven,Thermal Processing,1.53,natural_gas,0.0,0.0,0.0
2026-08-04,22,Primary Chiller Unit,Cooling & HVAC,26.24,none,0.0,101.2,1.0
2026-08-04,23,Compressor 03 (Screw),Compressed Air,24.12,none,0.0,0.0,0.0
2026-08-04,23,Boiler 02 (Steam),Steam Generation,1.47,natural_gas,0.0,0.0,0.0
2026-08-04,23,Stenter Frame Oven,Thermal Processing,0.92,natural_gas,0.0,0.0,0.0
2026-08-04,23,Primary Chiller Unit,Cooling & HVAC,1.74,none,0.0,0.0,0.0
2026-08-05,0,Compressor 03 (Screw),Compressed Air,23.49,none,0.0,0.0,0.0
2026-08-05,0,Boiler 02 (Steam),Steam Generation,1.39,natural_gas,0.0,0.0,0.0
2026-08-05,0,Stenter Frame Oven,Thermal Processing,1.56,natural_gas,0.0,0.0,0.0
2026-08-05,0,Primary Chiller Unit,Cooling & HVAC,0.57,none,0.0,0.0,0.0
2026-08-05,1,Compressor 03 (Screw),Compressed Air,26.17,none,0.0,0.0,0.0
2026-08-05,1,Boiler 02 (Steam),Steam Generation,1.4,natural_gas,0.0,0.0,0.0
2026-08-05,1,Stenter Frame Oven,Thermal Processing,0.63,natural_gas,0.0,0.0,0.0
2026-08-05,1,Primary Chiller Unit,Cooling & HVAC,1.14,none,0.0,0.0,0.0
2026-08-05,2,Compressor 03 (Screw),Compressed Air,26.13,none,0.0,0.0,0.0
2026-08-05,2,Boiler 02 (Steam),Steam Generation,0.78,natural_gas,0.0,0.0,0.0
2026-08-05,2,Stenter Frame Oven,Thermal Processing,1.0,natural_gas,0.0,0.0,0.0
2026-08-05,2,Primary Chiller Unit,Cooling & HVAC,0.95,none,0.0,0.0,0.0
2026-08-05,3,Compressor 03 (Screw),Compressed Air,27.32,none,0.0,0.0,0.0
2026-08-05,3,Boiler 02 (Steam),Steam Generation,1.25,natural_gas,0.0,0.0,0.0
2026-08-05,3,Stenter Frame Oven,Thermal Processing,1.11,natural_gas,0.0,0.0,0.0
2026-08-05,3,Primary Chiller Unit,Cooling & HVAC,1.29,none,0.0,0.0,0.0
2026-08-05,4,Compressor 03 (Screw),Compressed Air,24.6,none,0.0,0.0,0.0
2026-08-05,4,Boiler 02 (Steam),Steam Generation,1.76,natural_gas,0.0,0.0,0.0
2026-08-05,4,Stenter Frame Oven,Thermal Processing,0.83,natural_gas,0.0,0.0,0.0
2026-08-05,4,Primary Chiller Unit,Cooling & HVAC,0.7,none,0.0,0.0,0.0
2026-08-05,5,Compressor 03 (Screw),Compressed Air,25.71,none,0.0,0.0,0.0
2026-08-05,5,Boiler 02 (Steam),Steam Generation,1.63,natural_gas,0.0,0.0,0.0
2026-08-05,5,Stenter Frame Oven,Thermal Processing,0.93,natural_gas,0.0,0.0,0.0
2026-08-05,5,Primary Chiller Unit,Cooling & HVAC,1.89,none,0.0,0.0,0.0
2026-08-05,6,Compressor 03 (Screw),Compressed Air,35.74,none,0.0,103.4,1.0
2026-08-05,6,Boiler 02 (Steam),Steam Generation,13.07,natural_gas,47.14,76.7,1.0
2026-08-05,6,Stenter Frame Oven,Thermal Processing,1.73,natural_gas,0.0,0.0,0.0
2026-08-05,6,Primary Chiller Unit,Cooling & HVAC,27.91,none,0.0,108.2,1.0
2026-08-05,7,Compressor 03 (Screw),Compressed Air,31.81,none,0.0,86.0,1.0
2026-08-05,7,Boiler 02 (Steam),Steam Generation,11.64,natural_gas,50.56,87.1,1.0
2026-08-05,7,Stenter Frame Oven,Thermal Processing,44.99,natural_gas,34.16,77.6,1.0
2026-08-05,7,Primary Chiller Unit,Cooling & HVAC,27.5,none,0.0,106.3,1.0
2026-08-05,8,Compressor 03 (Screw),Compressed Air,33.13,none,0.0,92.0,1.0
2026-08-05,8,Boiler 02 (Steam),Steam Generation,11.19,natural_gas,48.55,84.6,1.0
2026-08-05,8,Stenter Frame Oven,Thermal Processing,44.0,natural_gas,29.26,98.5,1.0
2026-08-05,8,Primary Chiller Unit,Cooling & HVAC,28.64,none,0.0,82.9,1.0
2026-08-05,9,Compressor 03 (Screw),Compressed Air,35.33,none,0.0,87.5,1.0
2026-08-05,9,Boiler 02 (Steam),Steam Generation,13.38,natural_gas,51.25,89.6,1.0
2026-08-05,9,Stenter Frame Oven,Thermal Processing,45.44,natural_gas,27.54,105.2,1.0
2026-08-05,9,Primary Chiller Unit,Cooling & HVAC,27.56,none,0.0,99.2,1.0
2026-08-05,10,Compressor 03 (Screw),Compressed Air,33.03,none,0.0,84.5,1.0
2026-08-05,10,Boiler 02 (Steam),Steam Generation,13.44,natural_gas,43.45,84.9,1.0
2026-08-05,10,Stenter Frame Oven,Thermal Processing,48.76,natural_gas,33.95,83.4,1.0
2026-08-05,10,Primary Chiller Unit,Cooling & HVAC,27.76,none,0.0,99.8,1.0
2026-08-05,11,Compressor 03 (Screw),Compressed Air,30.04,none,0.0,83.5,1.0
2026-08-05,11,Boiler 02 (Steam),Steam Generation,11.79,natural_gas,49.71,97.9,1.0
2026-08-05,11,Stenter Frame Oven,Thermal Processing,41.63,natural_gas,32.42,99.7,1.0
2026-08-05,11,Primary Chiller Unit,Cooling & HVAC,31.33,none,0.0,94.4,1.0
2026-08-05,12,Compressor 03 (Screw),Compressed Air,34.17,none,0.0,92.2,1.0
2026-08-05,12,Boiler 02 (Steam),Steam Generation,11.1,natural_gas,41.35,84.2,1.0
2026-08-05,12,Stenter Frame Oven,Thermal Processing,47.22,natural_gas,33.42,81.6,1.0
2026-08-05,12,Primary Chiller Unit,Cooling & HVAC,28.56,none,0.0,81.3,1.0
2026-08-05,13,Compressor 03 (Screw),Compressed Air,30.73,none,0.0,96.9,1.0
2026-08-05,13,Boiler 02 (Steam),Steam Generation,11.12,natural_gas,40.5,82.6,1.0
2026-08-05,13,Stenter Frame Oven,Thermal Processing,43.69,natural_gas,27.69,83.6,1.0
2026-08-05,13,Primary Chiller Unit,Cooling & HVAC,25.93,none,0.0,81.2,1.0
2026-08-05,14,Compressor 03 (Screw),Compressed Air,30.43,none,0.0,93.9,1.0
2026-08-05,14,Boiler 02 (Steam),Steam Generation,11.21,natural_gas,45.04,84.9,1.0
2026-08-05,14,Stenter Frame Oven,Thermal Processing,42.82,natural_gas,28.79,82.6,1.0
2026-08-05,14,Primary Chiller Unit,Cooling & HVAC,27.38,none,0.0,103.6,1.0
2026-08-05,15,Compressor 03 (Screw),Compressed Air,32.29,none,0.0,83.7,1.0
2026-08-05,15,Boiler 02 (Steam),Steam Generation,12.23,natural_gas,47.53,78.3,1.0
2026-08-05,15,Stenter Frame Oven,Thermal Processing,50.04,natural_gas,34.12,80.4,1.0
2026-08-05,15,Primary Chiller Unit,Cooling & HVAC,27.99,none,0.0,101.3,1.0
2026-08-05,16,Compressor 03 (Screw),Compressed Air,33.12,none,0.0,77.7,1.0
2026-08-05,16,Boiler 02 (Steam),Steam Generation,11.31,natural_gas,43.09,82.6,1.0
2026-08-05,16,Stenter Frame Oven,Thermal Processing,48.24,natural_gas,28.85,79.5,1.0
2026-08-05,16,Primary Chiller Unit,Cooling & HVAC,27.74,none,0.0,81.7,1.0
2026-08-05,17,Compressor 03 (Screw),Compressed Air,34.54,none,0.0,108.9,1.0
2026-08-05,17,Boiler 02 (Steam),Steam Generation,12.2,natural_gas,50.32,85.6,1.0
2026-08-05,17,Stenter Frame Oven,Thermal Processing,46.41,natural_gas,32.94,87.8,1.0
2026-08-05,17,Primary Chiller Unit,Cooling & HVAC,30.31,none,0.0,88.3,1.0
2026-08-05,18,Compressor 03 (Screw),Compressed Air,35.33,none,0.0,75.6,1.0
2026-08-05,18,Boiler 02 (Steam),Steam Generation,12.55,natural_gas,41.98,84.0,1.0
2026-08-05,18,Stenter Frame Oven,Thermal Processing,44.28,natural_gas,30.02,86.4,1.0
2026-08-05,18,Primary Chiller Unit,Cooling & HVAC,28.11,none,0.0,98.1,1.0
2026-08-05,19,Compressor 03 (Screw),Compressed Air,29.56,none,0.0,84.2,1.0
2026-08-05,19,Boiler 02 (Steam),Steam Generation,11.44,natural_gas,49.23,93.8,1.0
2026-08-05,19,Stenter Frame Oven,Thermal Processing,41.6,natural_gas,29.21,81.0,1.0
2026-08-05,19,Primary Chiller Unit,Cooling & HVAC,29.14,none,0.0,75.9,1.0
2026-08-05,20,Compressor 03 (Screw),Compressed Air,29.98,none,0.0,109.1,1.0
2026-08-05,20,Boiler 02 (Steam),Steam Generation,13.3,natural_gas,48.76,100.4,1.0
2026-08-05,20,Stenter Frame Oven,Thermal Processing,41.56,natural_gas,32.06,88.6,1.0
2026-08-05,20,Primary Chiller Unit,Cooling & HVAC,27.6,none,0.0,88.8,1.0
2026-08-05,21,Compressor 03 (Screw),Compressed Air,29.68,none,0.0,76.5,1.0
2026-08-05,21,Boiler 02 (Steam),Steam Generation,12.28,natural_gas,49.01,83.8,1.0
2026-08-05,21,Stenter Frame Oven,Thermal Processing,0.93,natural_gas,0.0,0.0,0.0
2026-08-05,21,Primary Chiller Unit,Cooling & HVAC,29.79,none,0.0,101.4,1.0
2026-08-05,22,Compressor 03 (Screw),Compressed Air,26.93,none,0.0,0.0,0.0
2026-08-05,22,Boiler 02 (Steam),Steam Generation,1.96,natural_gas,0.0,0.0,0.0
2026-08-05,22,Stenter Frame Oven,Thermal Processing,1.13,natural_gas,0.0,0.0,0.0
2026-08-05,22,Primary Chiller Unit,Cooling & HVAC,29.22,none,0.0,101.4,1.0
2026-08-05,23,Compressor 03 (Screw),Compressed Air,25.22,none,0.0,0.0,0.0
2026-08-05,23,Boiler 02 (Steam),Steam Generation,1.34,natural_gas,0.0,0.0,0.0
2026-08-05,23,Stenter Frame Oven,Thermal Processing,1.86,natural_gas,0.0,0.0,0.0
2026-08-05,23,Primary Chiller Unit,Cooling & HVAC,0.73,none,0.0,0.0,0.0
2026-08-06,0,Compressor 03 (Screw),Compressed Air,25.52,none,0.0,0.0,0.0
2026-08-06,0,Boiler 02 (Steam),Steam Generation,1.5,natural_gas,0.0,0.0,0.0
2026-08-06,0,Stenter Frame Oven,Thermal Processing,1.79,natural_gas,0.0,0.0,0.0
2026-08-06,0,Primary Chiller Unit,Cooling & HVAC,1.89,none,0.0,0.0,0.0
2026-08-06,1,Compressor 03 (Screw),Compressed Air,25.59,none,0.0,0.0,0.0
2026-08-06,1,Boiler 02 (Steam),Steam Generation,1.34,natural_gas,0.0,0.0,0.0
2026-08-06,1,Stenter Frame Oven,Thermal Processing,0.79,natural_gas,0.0,0.0,0.0
2026-08-06,1,Primary Chiller Unit,Cooling & HVAC,0.8,none,0.0,0.0,0.0
2026-08-06,2,Compressor 03 (Screw),Compressed Air,23.37,none,0.0,0.0,0.0
2026-08-06,2,Boiler 02 (Steam),Steam Generation,0.65,natural_gas,0.0,0.0,0.0
2026-08-06,2,Stenter Frame Oven,Thermal Processing,1.57,natural_gas,0.0,0.0,0.0
2026-08-06,2,Primary Chiller Unit,Cooling & HVAC,1.73,none,0.0,0.0,0.0
2026-08-06,3,Compressor 03 (Screw),Compressed Air,23.51,none,0.0,0.0,0.0
2026-08-06,3,Boiler 02 (Steam),Steam Generation,1.08,natural_gas,0.0,0.0,0.0
2026-08-06,3,Stenter Frame Oven,Thermal Processing,0.72,natural_gas,0.0,0.0,0.0
2026-08-06,3,Primary Chiller Unit,Cooling & HVAC,1.55,none,0.0,0.0,0.0
2026-08-06,4,Compressor 03 (Screw),Compressed Air,24.22,none,0.0,0.0,0.0
2026-08-06,4,Boiler 02 (Steam),Steam Generation,1.93,natural_gas,0.0,0.0,0.0
2026-08-06,4,Stenter Frame Oven,Thermal Processing,1.91,natural_gas,0.0,0.0,0.0
2026-08-06,4,Primary Chiller Unit,Cooling & HVAC,1.87,none,0.0,0.0,0.0
2026-08-06,5,Compressor 03 (Screw),Compressed Air,25.19,none,0.0,0.0,0.0
2026-08-06,5,Boiler 02 (Steam),Steam Generation,1.55,natural_gas,0.0,0.0,0.0
2026-08-06,5,Stenter Frame Oven,Thermal Processing,1.72,natural_gas,0.0,0.0,0.0
2026-08-06,5,Primary Chiller Unit,Cooling & HVAC,0.96,none,0.0,0.0,0.0
2026-08-06,6,Compressor 03 (Screw),Compressed Air,32.11,none,0.0,102.3,1.0
2026-08-06,6,Boiler 02 (Steam),Steam Generation,13.22,natural_gas,47.69,79.2,1.0
2026-08-06,6,Stenter Frame Oven,Thermal Processing,1.97,natural_gas,0.0,0.0,0.0
2026-08-06,6,Primary Chiller Unit,Cooling & HVAC,29.94,none,0.0,95.8,1.0
2026-08-06,7,Compressor 03 (Screw),Compressed Air,32.87,none,0.0,85.0,1.0
2026-08-06,7,Boiler 02 (Steam),Steam Generation,13.33,natural_gas,45.72,103.8,1.0
2026-08-06,7,Stenter Frame Oven,Thermal Processing,49.12,natural_gas,33.37,78.0,1.0
2026-08-06,7,Primary Chiller Unit,Cooling & HVAC,28.8,none,0.0,99.9,1.0
2026-08-06,8,Compressor 03 (Screw),Compressed Air,30.79,none,0.0,88.3,1.0
2026-08-06,8,Boiler 02 (Steam),Steam Generation,12.52,natural_gas,42.57,87.8,1.0
2026-08-06,8,Stenter Frame Oven,Thermal Processing,47.26,natural_gas,30.48,93.7,1.0
2026-08-06,8,Primary Chiller Unit,Cooling & HVAC,27.32,none,0.0,94.4,1.0
2026-08-06,9,Compressor 03 (Screw),Compressed Air,33.68,none,0.0,80.7,1.0
2026-08-06,9,Boiler 02 (Steam),Steam Generation,11.91,natural_gas,50.47,105.9,1.0
2026-08-06,9,Stenter Frame Oven,Thermal Processing,47.26,natural_gas,29.9,101.9,1.0
2026-08-06,9,Primary Chiller Unit,Cooling & HVAC,31.2,none,0.0,76.9,1.0
2026-08-06,10,Compressor 03 (Screw),Compressed Air,32.7,none,0.0,83.0,1.0
2026-08-06,10,Boiler 02 (Steam),Steam Generation,11.3,natural_gas,69.61,106.4,1.0
2026-08-06,10,Stenter Frame Oven,Thermal Processing,44.71,natural_gas,31.1,99.2,1.0
2026-08-06,10,Primary Chiller Unit,Cooling & HVAC,31.32,none,0.0,102.5,1.0
2026-08-06,11,Compressor 03 (Screw),Compressed Air,35.25,none,0.0,81.2,1.0
2026-08-06,11,Boiler 02 (Steam),Steam Generation,12.13,natural_gas,69.43,87.2,1.0
2026-08-06,11,Stenter Frame Oven,Thermal Processing,46.43,natural_gas,34.48,103.1,1.0
2026-08-06,11,Primary Chiller Unit,Cooling & HVAC,30.93,none,0.0,91.0,1.0
2026-08-06,12,Compressor 03 (Screw),Compressed Air,35.14,none,0.0,91.8,1.0
2026-08-06,12,Boiler 02 (Steam),Steam Generation,11.52,natural_gas,83.89,95.6,1.0
2026-08-06,12,Stenter Frame Oven,Thermal Processing,44.13,natural_gas,33.47,101.1,1.0
2026-08-06,12,Primary Chiller Unit,Cooling & HVAC,30.43,none,0.0,75.4,1.0
2026-08-06,13,Compressor 03 (Screw),Compressed Air,35.78,none,0.0,89.9,1.0
2026-08-06,13,Boiler 02 (Steam),Steam Generation,11.27,natural_gas,75.8,80.2,1.0
2026-08-06,13,Stenter Frame Oven,Thermal Processing,48.61,natural_gas,30.54,80.4,1.0
2026-08-06,13,Primary Chiller Unit,Cooling & HVAC,29.51,none,0.0,89.1,1.0
2026-08-06,14,Compressor 03 (Screw),Compressed Air,33.33,none,0.0,86.8,1.0
2026-08-06,14,Boiler 02 (Steam),Steam Generation,11.64,natural_gas,76.33,96.0,1.0
2026-08-06,14,Stenter Frame Oven,Thermal Processing,48.5,natural_gas,32.82,99.3,1.0
2026-08-06,14,Primary Chiller Unit,Cooling & HVAC,30.41,none,0.0,109.5,1.0
2026-08-06,15,Compressor 03 (Screw),Compressed Air,34.71,none,0.0,107.3,1.0
2026-08-06,15,Boiler 02 (Steam),Steam Generation,12.33,natural_gas,50.82,100.5,1.0
2026-08-06,15,Stenter Frame Oven,Thermal Processing,48.59,natural_gas,30.94,102.3,1.0
2026-08-06,15,Primary Chiller Unit,Cooling & HVAC,29.73,none,0.0,83.8,1.0
2026-08-06,16,Compressor 03 (Screw),Compressed Air,34.69,none,0.0,81.3,1.0
2026-08-06,16,Boiler 02 (Steam),Steam Generation,12.35,natural_gas,44.72,104.3,1.0
2026-08-06,16,Stenter Frame Oven,Thermal Processing,45.24,natural_gas,30.89,79.7,1.0
2026-08-06,16,Primary Chiller Unit,Cooling & HVAC,26.97,none,0.0,95.3,1.0
2026-08-06,17,Compressor 03 (Screw),Compressed Air,32.65,none,0.0,77.5,1.0
2026-08-06,17,Boiler 02 (Steam),Steam Generation,12.41,natural_gas,46.87,83.4,1.0
2026-08-06,17,Stenter Frame Oven,Thermal Processing,47.67,natural_gas,30.96,98.2,1.0
2026-08-06,17,Primary Chiller Unit,Cooling & HVAC,27.62,none,0.0,89.8,1.0
2026-08-06,18,Compressor 03 (Screw),Compressed Air,35.35,none,0.0,102.3,1.0
2026-08-06,18,Boiler 02 (Steam),Steam Generation,13.12,natural_gas,49.29,104.1,1.0
2026-08-06,18,Stenter Frame Oven,Thermal Processing,45.62,natural_gas,28.37,99.7,1.0
2026-08-06,18,Primary Chiller Unit,Cooling & HVAC,29.72,none,0.0,81.9,1.0
2026-08-06,19,Compressor 03 (Screw),Compressed Air,30.86,none,0.0,91.7,1.0
2026-08-06,19,Boiler 02 (Steam),Steam Generation,11.46,natural_gas,45.1,86.4,1.0
2026-08-06,19,Stenter Frame Oven,Thermal Processing,43.93,natural_gas,29.58,105.9,1.0
2026-08-06,19,Primary Chiller Unit,Cooling & HVAC,25.94,none,0.0,86.0,1.0
2026-08-06,20,Compressor 03 (Screw),Compressed Air,30.15,none,0.0,96.6,1.0
2026-08-06,20,Boiler 02 (Steam),Steam Generation,13.33,natural_gas,47.8,92.3,1.0
2026-08-06,20,Stenter Frame Oven,Thermal Processing,47.86,natural_gas,30.17,98.6,1.0
2026-08-06,20,Primary Chiller Unit,Cooling & HVAC,27.48,none,0.0,100.0,1.0
2026-08-06,21,Compressor 03 (Screw),Compressed Air,33.09,none,0.0,86.2,1.0
2026-08-06,21,Boiler 02 (Steam),Steam Generation,11.23,natural_gas,44.17,87.9,1.0
2026-08-06,21,Stenter Frame Oven,Thermal Processing,1.21,natural_gas,0.0,0.0,0.0
2026-08-06,21,Primary Chiller Unit,Cooling & HVAC,27.47,none,0.0,98.7,1.0
2026-08-06,22,Compressor 03 (Screw),Compressed Air,26.21,none,0.0,0.0,0.0
2026-08-06,22,Boiler 02 (Steam),Steam Generation,1.78,natural_gas,0.0,0.0,0.0
2026-08-06,22,Stenter Frame Oven,Thermal Processing,0.67,natural_gas,0.0,0.0,0.0
2026-08-06,22,Primary Chiller Unit,Cooling & HVAC,30.55,none,0.0,82.7,1.0
2026-08-06,23,Compressor 03 (Screw),Compressed Air,23.8,none,0.0,0.0,0.0
